el,sc,obs_wl,unc_obs_wl,calc_wl,unc_calc_wn,intens,c1,t1,j1,g1,c2,t2,j2,g2,rem,A,osc_str,line_str,log_gf,Accur,type,tp_ref,line_ref,low_level_id,upp_level_id,line_id
C,1,,,6066.65,,,2s2.2p.3p,3P,1,3,2s2.2p.6d,3P*,1,3,,6.44e+04,3.56e-04,2.13e-02,-2.972,D,,T5520LS,,006001.000024,006001.000145,34105
C,1,,,6070.83,,,2s2.2p.3p,3P,1,3,2s2.2p.6d,3P*,2,5,,6.43e+04,5.92e-04,3.55e-02,-2.750,D,,T5520LS,,006001.000024,006001.000142,34108
C,1,,,6074.20,,,2s2.2p.3p,3P,2,5,2s2.2p.6d,3P*,1,3,,1.07e+05,3.55e-04,3.55e-02,-2.750,D,,T5520LS,,006001.000025,006001.000145,34106
C,1,,,6078.39,,,2s2.2p.3p,3P,2,5,2s2.2p.6d,3P*,2,5,,1.92e+05,1.06e-03,1.06e-01,-2.274,D,,T5520LS,,006001.000025,006001.000142,34104
C,1,,,6100.03,,,2s2.2p.3p,3P,1,3,2s2.2p.7s,3P*,2,5,,1.39e+05,1.29e-03,7.79e-02,-2.411,D,,T5520LS,,006001.000024,006001.000131,34102
C,1,,,6107.66,,,2s2.2p.3p,3P,2,5,2s2.2p.7s,3P*,2,5,,4.17e+05,2.33e-03,2.35e-01,-1.933,D,,T5520LS,,006001.000025,006001.000131,34098
C,1,,,6108.52,,,2s2.2p.3p,3P,0,1,2s2.2p.7s,3P*,1,3,,1.85e+05,3.11e-03,6.25e-02,-2.508,D,,T5520LS,,006001.000023,006001.000129,34103
C,1,,,6113.15,,,2s2.2p.3p,3P,1,3,2s2.2p.7s,3P*,1,3,,1.39e+05,7.79e-04,4.71e-02,-2.631,D,,T5520LS,,006001.000024,006001.000129,34099
C,1,,,6115.84,,,2s2.2p.3p,3P,1,3,2s2.2p.7s,3P*,0,1,,5.54e+05,1.04e-03,6.26e-02,-2.507,D,,T5520LS,,006001.000024,006001.000127,34101
C,1,,,6120.81,,,2s2.2p.3p,3P,2,5,2s2.2p.7s,3P*,1,3,,2.30e+05,7.76e-04,7.82e-02,-2.411,D,,T5520LS,,006001.000025,006001.000129,34100
C,1,,,6292.36,,,2s2.2p.3p,1D,2,5,2s2.2p.7d,1D*,2,5,,2.08e+05,1.24e-03,1.28e-01,-2.209,D,,T5520,,006001.000026,006001.000156,34143
C,1,,,6397.97,,,2s2.2p.3p,3S,1,3,2s2.2p.6s,3P*,2,5,,5.43e+05,5.56e-03,3.51e-01,-1.778,D,,T5520LS,,006001.000022,006001.000101,34031
C,1,,,6413.55,,,2s2.2p.3p,3S,1,3,2s2.2p.6s,3P*,1,3,,5.39e+05,3.33e-03,2.11e-01,-2.001,D,,T5520LS,,006001.000022,006001.000098,34032
C,1,,,6417.54,,,2s2.2p.3p,3S,1,3,2s2.2p.6s,3P*,0,1,,5.38e+05,1.11e-03,7.02e-02,-2.478,D,,T5520LS,,006001.000022,006001.000096,34033
C,1,,,6568.73,,,2s2.2p.3p,1D,2,5,2s2.2p.6d,1P*,1,3,,3.50e+05,1.36e-03,1.47e-01,-2.168,D,,T5520,,006001.000026,006001.000141,34142
C,1,,,6586.27,,,2s2.2p.3p,1D,2,5,2s2.2p.7s,1P*,1,3,,4.64e+05,1.81e-03,1.96e-01,-2.043,D,,T5520,,006001.000026,006001.000137,34141
C,1,6587.61,,6587.61,,200,2s2.2p.3p,1P,1,3,2s2.2p.4d,1P*,1,3,,5.09e+06,3.31e-02,2.16e+00,-1.003,B,,"T5520,T6070",L1113,006001.000018,006001.000079,33705
C,1,,,6591.46,,,2s2.2p.3p,3P,0,1,2s2.2p.5d,3P*,1,3,,1.99e+05,3.89e-03,8.45e-02,-2.410,D,,T5520LS,,006001.000023,006001.000114,34097
C,1,,,6595.24,,,2s2.2p.3p,3P,1,3,2s2.2p.5d,3P*,0,1,,5.96e+05,1.30e-03,8.45e-02,-2.410,D,,T5520LS,,006001.000024,006001.000115,34095
C,1,,,6596.85,,,2s2.2p.3p,3P,1,3,2s2.2p.5d,3P*,1,3,,1.49e+05,9.73e-04,6.34e-02,-2.535,D,,T5520LS,,006001.000024,006001.000114,34093
C,1,,,6602.41,,,2s2.2p.3p,3P,1,3,2s2.2p.5d,3P*,2,5,,1.27e+06,1.38e-02,9.03e-01,-1.382,D,,T5520LS,,006001.000024,006001.000113,34096
C,1,,,6605.77,,,2s2.2p.3p,3P,2,5,2s2.2p.5d,3P*,1,3,,2.47e+05,9.70e-04,1.06e-01,-2.314,D,,T5520LS,,006001.000025,006001.000114,34094
C,1,,,6611.35,,,2s2.2p.3p,3P,2,5,2s2.2p.5d,3P*,2,5,,4.44e+05,2.91e-03,3.17e-01,-1.837,D,,T5520LS,,006001.000025,006001.000113,34092
C,1,,,6654.61,,,2s2.2p.3p,1D,2,5,2s2.2p.6d,1D*,2,5,,2.85e+05,1.89e-03,2.07e-01,-2.024,D,,T5520,,006001.000026,006001.000125,34140
C,1,,,6655.52,,,2s2.2p.3p,1P,1,3,2s2.2p.5s,1P*,1,3,,5.03e+05,3.34e-03,2.20e-01,-1.999,C,,"T5520,T6070",,006001.000018,006001.000067,33940
C,1,,,6662.74,,,2s2.2p.3p,3P,1,3,2s2.2p.6s,3P*,2,5,,2.24e+05,2.49e-03,1.64e-01,-2.127,C,,T5520LS,,006001.000024,006001.000101,34090
C,1,,,6671.85,,,2s2.2p.3p,3P,2,5,2s2.2p.6s,3P*,2,5,,6.69e+05,4.47e-03,4.91e-01,-1.651,C,,T5520LS,,006001.000025,006001.000101,34086
C,1,,,6674.12,,,2s2.2p.3p,3P,0,1,2s2.2p.6s,3P*,1,3,,2.97e+05,5.95e-03,1.31e-01,-2.225,C,,T5520LS,,006001.000023,006001.000098,34091
C,1,,,6679.64,,,2s2.2p.3p,3P,1,3,2s2.2p.6s,3P*,1,3,,2.22e+05,1.49e-03,9.80e-02,-2.351,C,,T5520LS,,006001.000024,006001.000098,34087
C,1,,,6683.97,,,2s2.2p.3p,3P,1,3,2s2.2p.6s,3P*,0,1,,8.87e+05,1.98e-03,1.31e-01,-2.226,C,,T5520LS,,006001.000024,006001.000096,34089
C,1,,,6688.79,,,2s2.2p.3p,3P,2,5,2s2.2p.6s,3P*,1,3,,3.69e+05,1.49e-03,1.64e-01,-2.129,C,,T5520LS,,006001.000025,006001.000098,34088
C,1,,,6711.32,,,2s2.2p.3p,1P,1,3,2s2.2p.5s,3P*,1,3,,9.99e+04,6.75e-04,4.48e-02,-2.694,C,,T6070,,006001.000018,006001.000060,33939
C,1,,,6828.12,,,2s2.2p.3p,1P,1,3,2s2.2p.4d,1D*,2,5,,9.89e+05,1.15e-02,7.78e-01,-1.461,C,,"T5520,T6070",,006001.000018,006001.000057,33938
C,1,,,6970.28,,,2s2.2p.3p,3D,1,3,2s2.2p.4d,1P*,1,3,,3.30e+04,2.40e-04,1.66e-02,-3.142,C,,T6070,,006001.000019,006001.000079,33987
C,1,,,7022.13,,,2s2.2p.3p,3D,2,5,2s2.2p.4d,1F*,3,7,,4.10e+04,4.25e-04,4.91e-02,-2.673,C,,T6070,,006001.000020,006001.000072,33986
C,1,,,7056.89,,,2s2.2p.3p,3D,2,5,2s2.2p.5s,1P*,1,3,,1.58e+05,7.08e-04,8.23e-02,-2.451,C,,T6070,,006001.000020,006001.000067,33985
C,1,,,7065.89,,,2s2.2p.3p,3D,1,3,2s2.2p.4d,3D*,2,5,,2.26e+03,2.82e-05,1.97e-03,-4.072,E,,T6070n,,006001.000019,006001.000065,33984
C,1,,,7071.10,,,2s2.2p.3p,3D,2,5,2s2.2p.4d,3D*,3,7,,2.72e+04,2.86e-04,3.33e-02,-2.845,D,,T6070n,,006001.000020,006001.000066,33983
C,1,,,7074.86,,,2s2.2p.3p,3D,1,3,2s2.2p.4d,3D*,1,3,,3.40e+05,2.55e-03,1.78e-01,-2.116,D+,,T6070n,,006001.000019,006001.000064,33980
C,1,,,7076.48,,,2s2.2p.3p,3D,2,5,2s2.2p.4d,3D*,2,5,,2.98e+05,2.24e-03,2.61e-01,-1.951,D+,,T6070n,,006001.000020,006001.000065,33979
C,1,,,7085.48,,,2s2.2p.3p,3D,2,5,2s2.2p.4d,3D*,1,3,,1.87e+05,8.45e-04,9.86e-02,-2.374,D+,,T6070n,,006001.000020,006001.000064,33982
C,1,,,7087.83,,,2s2.2p.3p,3D,3,7,2s2.2p.4d,3D*,3,7,,6.85e+05,5.16e-03,8.43e-01,-1.442,C,,T6070n,,006001.000021,006001.000066,33978
C,1,,,7089.46,,,2s2.2p.3p,3D,1,3,2s2.2p.5s,3P*,2,5,,1.49e+04,1.87e-04,1.31e-02,-3.251,B,,T6070n,,006001.000019,006001.000062,33977
C,1,,,7093.24,,,2s2.2p.3p,3D,3,7,2s2.2p.4d,3D*,2,5,,5.32e+05,2.87e-03,4.69e-01,-1.697,D+,,T6070n,,006001.000021,006001.000065,33981
C,1,,,7100.12,,,2s2.2p.3p,3D,2,5,2s2.2p.5s,3P*,2,5,,8.96e+05,6.78e-03,7.92e-01,-1.470,B,,T6070n,,006001.000020,006001.000062,33975
C,1,,,7108.93,,,2s2.2p.3p,3D,1,3,2s2.2p.5s,3P*,1,3,,1.12e+06,8.49e-03,5.96e-01,-1.594,B,,T6070n,,006001.000019,006001.000060,33976
C,1,,,7111.47,,,2s2.2p.3p,3D,1,3,2s2.2p.4d,3F*,2,5,,2.17e+06,2.74e-02,1.93e+00,-1.085,B,,T6070n,,006001.000019,006001.000059,33970
C,1,7113.18,,7113.18,,250,2s2.2p.3p,3D,3,7,2s2.2p.4d,3F*,4,9,,2.47e+06,2.41e-02,3.95e+00,-0.773,B,,T6070n,L1113,006001.000021,006001.000063,33707
C,1,,,7115.17,,,2s2.2p.3p,3D,2,5,2s2.2p.4d,3F*,3,7,,2.19e+06,2.33e-02,2.73e+00,-0.934,B,,T6070n,,006001.000020,006001.000061,33969
C,1,7115.19,,7115.18,,250,2s2.2p.3p,3D,1,3,2s2.2p.5s,3P*,0,1,,4.43e+06,1.12e-02,7.88e-01,-1.473,B,,T6070n,L1113,006001.000019,006001.000058,33708
C,1,7116.99,,7116.99,,200,2s2.2p.3p,3D,3,7,2s2.2p.5s,3P*,2,5,,3.26e+06,1.77e-02,2.90e+00,-0.907,B,,T6070n,L1113,006001.000021,006001.000062,33710
C,1,,,7119.66,,,2s2.2p.3p,3D,2,5,2s2.2p.5s,3P*,1,3,,3.12e+06,1.42e-02,1.67e+00,-1.148,B,,T6070n,,006001.000020,006001.000060,33974
C,1,,,7122.20,,,2s2.2p.3p,3D,2,5,2s2.2p.4d,3F*,2,5,,2.01e+05,1.53e-03,1.79e-01,-2.117,B,,T6070n,,006001.000020,006001.000059,33972
C,1,,,7132.11,,,2s2.2p.3p,3D,3,7,2s2.2p.4d,3F*,3,7,,1.17e+05,8.93e-04,1.47e-01,-2.204,B,,T6070n,,006001.000021,006001.000061,33971
C,1,,,7139.18,,,2s2.2p.3p,3D,3,7,2s2.2p.4d,3F*,2,5,,2.06e+04,1.12e-04,1.85e-02,-3.104,C+,,T6070n,,006001.000021,006001.000059,33973
C,1,,,7202.27,,,2s2.2p.3p,1D,2,5,2s2.2p.5d,1P*,1,3,,5.19e+05,2.42e-03,2.87e-01,-1.917,D,,T5520,,006001.000026,006001.000110,34139
C,1,,,7216.01,,,2s2.2p.3p,1S,0,1,2s2.2p.6d,1P*,1,3,,2.36e+05,5.53e-03,1.31e-01,-2.257,D,,T5520,,006001.000027,006001.000141,34153
C,1,,,7241.32,,,2s2.2p.3p,1D,2,5,2s2.2p.6s,1P*,1,3,,8.83e+05,4.17e-03,4.97e-01,-1.681,D,,T5520,,006001.000026,006001.000104,34138
C,1,,,7338.35,,,2s2.2p.3s,3P*,1,3,2s2.2p.3p,1S,0,1,,2.97e+03,8.00e-06,5.80e-04,-4.620,C,,u24,,006001.000012,006001.000027,33876
C,1,,,7364.74,,,2s2.2p.3p,1D,2,5,2s2.2p.5d,1D*,2,5,,3.58e+05,2.91e-03,3.53e-01,-1.837,C,,T5520,,006001.000026,006001.000094,34137
C,1,,,7473.31,,,2s2.2p.3p,3S,1,3,2s2.2p.4d,3P*,0,1,,1.08e+06,3.02e-03,2.23e-01,-2.043,C+,,T6070n,,006001.000022,006001.000084,34030
C,1,,,7476.18,,,2s2.2p.3p,3S,1,3,2s2.2p.4d,3P*,1,3,,1.06e+06,8.89e-03,6.56e-01,-1.574,C+,,T6070n,,006001.000022,006001.000083,34029
C,1,,,7483.45,,,2s2.2p.3p,3S,1,3,2s2.2p.4d,3P*,2,5,,1.01e+06,1.41e-02,1.05e+00,-1.372,C+,,T6070n,,006001.000022,006001.000082,34028
C,1,,,7612.10,,,2s2.2p.3p,3S,1,3,2s2.2p.5s,1P*,1,3,,5.20e+04,4.52e-04,3.40e-02,-2.868,C,,T6070,,006001.000022,006001.000067,34027
C,1,,,7634.91,,,2s2.2p.3p,3S,1,3,2s2.2p.4d,3D*,2,5,,1.56e+04,2.27e-04,1.71e-02,-3.166,C,,T6070,,006001.000022,006001.000065,34026
C,1,,,7662.44,,,2s2.2p.3p,3S,1,3,2s2.2p.5s,3P*,2,5,,1.20e+06,1.76e-02,1.33e+00,-1.277,B,,T6070n,,006001.000022,006001.000062,34023
C,1,,,7685.19,,,2s2.2p.3p,3S,1,3,2s2.2p.5s,3P*,1,3,,1.14e+06,1.01e-02,7.67e-01,-1.519,B,,T6070n,,006001.000022,006001.000060,34024
C,1,,,7692.49,,,2s2.2p.3p,3S,1,3,2s2.2p.5s,3P*,0,1,,1.18e+06,3.49e-03,2.65e-01,-1.980,B,,T6070n,,006001.000022,006001.000058,34025
C,1,,,7832.64,,,2s2.2p.3p,3P,0,1,2s2.2p.4d,3P*,1,3,,5.65e+05,1.56e-02,4.02e-01,-1.807,B,,T6070n,,006001.000023,006001.000083,34085
C,1,,,7837.10,,,2s2.2p.3p,3P,1,3,2s2.2p.4d,3P*,0,1,,1.81e+06,5.56e-03,4.30e-01,-1.778,B,,T6070n,,006001.000024,006001.000084,34083
C,1,,,7840.25,,,2s2.2p.3p,3P,1,3,2s2.2p.4d,3P*,1,3,,5.17e+05,4.77e-03,3.69e-01,-1.845,B,,T6070n,,006001.000024,006001.000083,34081
C,1,,,7848.24,,,2s2.2p.3p,3P,1,3,2s2.2p.4d,3P*,2,5,,4.02e+05,6.19e-03,4.80e-01,-1.731,B,,T6070n,,006001.000024,006001.000082,34084
C,1,,,7852.86,,,2s2.2p.3p,3P,2,5,2s2.2p.4d,3P*,1,3,,7.49e+05,4.16e-03,5.38e-01,-1.682,B,,T6070n,,006001.000025,006001.000083,34082
C,1,7860.89,,7860.88,,200,2s2.2p.3p,3P,2,5,2s2.2p.4d,3P*,2,5,,1.53e+06,1.42e-02,1.84e+00,-1.149,B,,T6070n,L1113,006001.000025,006001.000082,33714
C,1,,,7892.20,,,2s2.2p.3p,3P,1,3,2s2.2p.4d,1P*,1,3,,1.60e+04,1.49e-04,1.17e-02,-3.348,C,,T6070,,006001.000024,006001.000079,34080
C,1,,,7981.96,,,2s2.2p.3p,3P,0,1,2s2.2p.5s,1P*,1,3,,3.62e+04,1.04e-03,2.73e-02,-2.984,C,,T6070,,006001.000023,006001.000067,34079
C,1,,,7987.90,,,2s2.2p.3p,1S,0,1,2s2.2p.5d,1P*,1,3,,2.97e+05,8.53e-03,2.24e-01,-2.069,D,,T5520,,006001.000027,006001.000110,34152
C,1,,,8015.00,,,2s2.2p.3p,3P,1,3,2s2.2p.4d,3D*,2,5,,4.69e+05,7.53e-03,5.96e-01,-1.646,D,,T6070n,,006001.000024,006001.000065,34075
C,1,,,8018.57,,,2s2.2p.3p,3P,0,1,2s2.2p.4d,3D*,1,3,,2.56e+05,7.41e-03,1.96e-01,-2.130,D,,T6070n,,006001.000023,006001.000064,34076
C,1,,,8021.25,,,2s2.2p.3p,3P,2,5,2s2.2p.4d,3D*,3,7,,3.18e+05,4.30e-03,5.67e-01,-1.668,D,,T6070n,,006001.000025,006001.000066,34074
C,1,,,8026.55,,,2s2.2p.3p,3P,1,3,2s2.2p.4d,3D*,1,3,,8.36e+04,8.08e-04,6.41e-02,-2.616,D,,T6070n,,006001.000024,006001.000064,34078
C,1,,,8028.18,,,2s2.2p.3p,3P,2,5,2s2.2p.4d,3D*,2,5,,2.27e+03,2.19e-05,2.90e-03,-3.960,D,,T6070n,,006001.000025,006001.000065,34077
C,1,,,8045.34,,,2s2.2p.3p,3P,1,3,2s2.2p.5s,3P*,2,5,,2.71e+05,4.39e-03,3.49e-01,-1.881,B,,T6070n,,006001.000024,006001.000062,34071
C,1,8058.62,,8058.62,,200,2s2.2p.3p,3P,2,5,2s2.2p.5s,3P*,2,5,,1.09e+06,1.06e-02,1.41e+00,-1.275,B,,T6070n,L1113,006001.000025,006001.000062,33715
C,1,,,8062.36,,,2s2.2p.3p,3P,0,1,2s2.2p.5s,3P*,1,3,,4.77e+05,1.40e-02,3.70e-01,-1.855,B,,T6070n,,006001.000023,006001.000060,34072
C,1,,,8070.43,,,2s2.2p.3p,3P,1,3,2s2.2p.5s,3P*,1,3,,3.81e+05,3.72e-03,2.97e-01,-1.952,B,,T6070n,,006001.000024,006001.000060,34068
C,1,,,8078.01,,,2s2.2p.3p,3P,2,5,2s2.2p.4d,3F*,3,7,,1.24e+04,1.70e-04,2.26e-02,-3.071,C,,T6070,,006001.000025,006001.000061,34073
C,1,,,8078.48,,,2s2.2p.3p,3P,1,3,2s2.2p.5s,3P*,0,1,,1.56e+06,5.09e-03,4.06e-01,-1.816,B,,T6070n,,006001.000024,006001.000058,34070
C,1,,,8083.79,,,2s2.2p.3p,3P,2,5,2s2.2p.5s,3P*,1,3,,6.31e+05,3.71e-03,4.94e-01,-1.732,B,,T6070n,,006001.000025,006001.000060,34069
C,1,,,8155.64,,,2s2.2p.3s,3P*,1,3,2s2.2p.3p,1D,2,5,,1.29e+03,2.15e-05,1.73e-03,-4.191,C,,u24,,006001.000012,006001.000026,33874
C,1,,,8182.68,,,2s2.2p.3s,3P*,2,5,2s2.2p.3p,1D,2,5,,8.20e+02,8.24e-06,1.11e-03,-4.385,C,,u24,,006001.000013,006001.000026,33875
C,1,8335.15,,8335.15,,520,2s2.2p.3s,1P*,1,3,2s2.2p.3p,1S,0,1,,3.51e+07,1.22e-01,1.00e+01,-0.437,B+,,"T5520,T6070,T4828,u24",L1113,006001.000014,006001.000027,33716
C,1,,,8727.13,,,2s2.2p2,1D,2,5,2s2.2p2,1S,0,1,,5.99e-01,,2.71e+01,,B,E2,T7851,,006001.000008,006001.000009,34952
C,1,,,8753.07,,,2s2.2p.3p,1D,2,5,2s2.2p.4d,1P*,1,3,,5.23e+05,3.61e-03,5.20e-01,-1.744,D,,"T5520,T6070",,006001.000026,006001.000079,34136
C,1,,,8873.36,,,2s2.2p.3p,1D,2,5,2s2.2p.5s,1P*,1,3,,2.05e+06,1.45e-02,2.12e+00,-1.139,B,,"T5520,T6070",,006001.000026,006001.000067,34135
C,1,,,8918.63,,,2s2.2p.3p,1D,2,5,2s2.2p.4d,3D*,1,3,,1.05e+05,7.52e-04,1.10e-01,-2.425,C,,T6070,,006001.000026,006001.000064,34134
C,1,,,8972.84,,,2s2.2p.3p,1D,2,5,2s2.2p.5s,3P*,1,3,,6.67e+04,4.83e-04,7.14e-02,-2.617,C,,T6070,,006001.000026,006001.000060,34133
C,1,9061.43,,9061.44,,250,2s2.2p.3s,3P*,1,3,2s2.2p.3p,3P,2,5,,7.31e+06,1.50e-01,1.34e+01,-0.347,B,,"T6070n,T4828n,u24",L1113,006001.000012,006001.000025,33717
C,1,9062.47,,9062.49,,200,2s2.2p.3s,3P*,0,1,2s2.2p.3p,3P,1,3,,9.48e+06,3.50e-01,1.05e+01,-0.455,B,,"T6070n,T4828n,u24",L1113,006001.000011,006001.000024,33718
C,1,9078.28,,9078.29,,200,2s2.2p.3s,3P*,1,3,2s2.2p.3p,3P,1,3,,7.07e+06,8.74e-02,7.84e+00,-0.581,B,,"T6070n,T4828n,u24",L1113,006001.000012,006001.000024,33719
C,1,9088.51,,9088.51,,250,2s2.2p.3s,3P*,1,3,2s2.2p.3p,3P,0,1,,3.00e+07,1.24e-01,1.11e+01,-0.430,B,,"T6070n,T4828n,u24",L1113,006001.000012,006001.000023,33720
C,1,9094.83,,9094.83,,450,2s2.2p.3s,3P*,2,5,2s2.2p.3p,3P,2,5,,2.28e+07,2.83e-01,4.24e+01,0.151,B,,"T6070n,T4828n,u24",L1113,006001.000013,006001.000025,33721
C,1,9111.80,,9111.81,,300,2s2.2p.3s,3P*,2,5,2s2.2p.3p,3P,1,3,,1.35e+07,1.01e-01,1.51e+01,-0.297,B,,"T6070n,T4828n,u24",L1113,006001.000013,006001.000024,33722
C,1,,,9182.83,,,2s2.2p.3p,1D,2,5,2s2.2p.4d,1D*,2,5,,2.78e+05,3.52e-03,5.32e-01,-1.755,C,,"T5520,T6070",,006001.000026,006001.000057,34132
C,1,,,9398.52,,,2s2.2p.3d,3F*,2,5,2s2.2p.8p,3D,3,7,,1.18e+02,2.19e-06,3.39e-04,-4.961,D,,T5520LS,,006001.000035,006001.000180,34313
C,1,9405.73,,9405.73,,800,2s2.2p.3s,1P*,1,3,2s2.2p.3p,1D,2,5,,2.91e+07,6.44e-01,5.98e+01,0.286,B+,,"T5520,T6070,T4828,u24",L1113,006001.000014,006001.000026,33723
C,1,,,9413.07,,,2s2.2p.3d,3F*,3,7,2s2.2p.8p,3D,3,7,,4.18e+03,5.56e-05,1.21e-02,-3.410,D,,T5520LS,,006001.000036,006001.000180,34311
C,1,,,9413.29,,,2s2.2p.4s,1P*,1,3,2s2.2p.8p,1S,0,1,,2.75e+05,1.22e-03,1.13e-01,-2.437,D,,T5520,,006001.000041,006001.000183,34337
C,1,,,9435.62,,,2s2.2p.3d,3F*,2,5,2s2.2p.8p,3D,2,5,,5.81e+03,7.76e-05,1.21e-02,-3.411,D,,T5520LS,,006001.000035,006001.000179,34312
C,1,,,9438.69,,,2s2.2p.3d,3F*,2,5,2s2.2p.8p,3D,1,3,,5.21e+04,4.18e-04,6.49e-02,-2.680,D,,T5520LS,,006001.000035,006001.000178,34310
C,1,,,9443.69,,,2s2.2p.3d,3F*,4,9,2s2.2p.8p,3D,3,7,,4.77e+04,4.96e-04,1.39e-01,-2.350,D,,T5520LS,,006001.000037,006001.000180,34308
C,1,,,9450.28,,,2s2.2p.3d,3F*,3,7,2s2.2p.8p,3D,2,5,,4.61e+04,4.41e-04,9.61e-02,-2.510,D,,T5520LS,,006001.000036,006001.000179,34309
C,1,,,9455.21,,,2s2.2p.4s,1P*,1,3,2s2.2p.8p,1D,2,5,,5.07e+04,1.13e-03,1.06e-01,-2.469,D,,T5520,,006001.000041,006001.000182,34336
C,1,9603.03,,9603.03,,150,2s2.2p.3s,3P*,0,1,2s2.2p.3p,3S,1,3,,3.06e+06,1.27e-01,4.02e+00,-0.896,B,,"T6070n,T4828n,u24",L1113,006001.000011,006001.000022,33724
C,1,9620.80,,9620.78,,250,2s2.2p.3s,3P*,1,3,2s2.2p.3p,3S,1,3,,8.62e+06,1.20e-01,1.14e+01,-0.445,B,,"T6070n,T4828n,u24",L1113,006001.000012,006001.000022,33725
C,1,,,9627.62,,,2s2.2p.3d,1F*,3,7,2s2.2p.8p,1D,2,5,,9.78e+04,9.71e-04,2.16e-01,-2.168,B,,T5520,,006001.000042,006001.000182,34432
C,1,,,9629.92,,,2s2.2p.3d,1D*,2,5,2s2.2p.7p,1P,1,3,,9.16e+04,7.65e-04,1.21e-01,-2.418,C+,,T5520,,006001.000031,006001.000147,34210
C,1,9658.44,,9658.43,,300,2s2.2p.3s,3P*,2,5,2s2.2p.3p,3S,1,3,,1.25e+07,1.05e-01,1.67e+01,-0.280,B,,"T6070n,T4828n,u24",L1113,006001.000013,006001.000022,33726
C,1,,,9824.13,,,2s2.2p2,3P,1,3,2s2.2p2,1D,2,5,,7.28e-05,,1.28e-05,,C+,M1,T7851,,006001.000006,006001.000008,34946
C,1,,,9850.26,,,2s2.2p2,3P,2,5,2s2.2p2,1D,2,5,,1.07e-06,,4.45e-04,,B,E2,T7851,,006001.000007,006001.000008,34949
C,1,,,9850.26,,,2s2.2p2,3P,2,5,2s2.2p2,1D,2,5,,2.17e-04,,3.84e-05,,C+,M1,T7851,,006001.000007,006001.000008,34948
C,1,,,9941.35,,,2s2.2p.3p,1S,0,1,2s2.2p.4d,1P*,1,3,,2.32e+05,1.03e-02,3.38e-01,-1.986,C,,"T5520,T6070",,006001.000027,006001.000079,34151
C,1,,,10003.56,,,2s2.2p.4s,1P*,1,3,2s2.2p.7p,1S,0,1,,4.45e+05,2.23e-03,2.20e-01,-2.175,C,,T5520,,006001.000041,006001.000155,34335
C,1,,,10047.83,,,2s.2p3,3P*,1,3,2s2.2p.5p,3P,2,5,,6.98e+04,1.76e-03,1.75e-01,-2.277,D,,T5520LS,,006001.000028,006001.000091,34192
C,1,,,10049.14,,,2s.2p3,3P*,2,5,2s2.2p.5p,3P,2,5,,2.09e+05,3.17e-03,5.24e-01,-1.801,D,,T5520LS,,006001.000029,006001.000091,34188
C,1,,,10060.90,,,2s2.2p.3d,3F*,2,5,2s2.2p.7p,3D,3,7,,1.84e+02,3.91e-06,6.48e-04,-4.709,D,,T5520LS,,006001.000035,006001.000150,34307
C,1,,,10062.69,,,2s.2p3,3P*,1,3,2s2.2p.5p,3P,1,3,,6.95e+04,1.06e-03,1.05e-01,-2.499,D,,T5520LS,,006001.000028,006001.000090,34189
C,1,,,10064.00,,,2s.2p3,3P*,2,5,2s2.2p.5p,3P,1,3,,1.16e+05,1.06e-03,1.75e-01,-2.277,D,,T5520LS,,006001.000029,006001.000090,34190
C,1,,,10064.87,,,2s.2p3,3P*,0,1,2s2.2p.5p,3P,1,3,,9.26e+04,4.22e-03,1.40e-01,-2.375,D,,T5520LS,,006001.000030,006001.000090,34193
C,1,,,10077.58,,,2s2.2p.3d,3F*,3,7,2s2.2p.7p,3D,3,7,,6.49e+03,9.89e-05,2.30e-02,-3.160,D,,T5520LS,,006001.000036,006001.000150,34305
C,1,,,10077.79,,,2s2.2p.4s,1P*,1,3,2s2.2p.7p,1D,2,5,,8.88e+04,2.25e-03,2.24e-01,-2.170,C,,T5520,,006001.000041,006001.000154,34334
C,1,,,10082.31,,,2s.2p3,3P*,1,3,2s2.2p.5p,3P,0,1,,2.76e+05,1.40e-03,1.40e-01,-2.376,D,,T5520LS,,006001.000028,006001.000089,34191
C,1,,,10093.42,,,2s2.2p.3d,3D*,1,3,2s2.2p.7p,3P,2,5,,1.18e+03,3.01e-05,3.00e-03,-4.045,D,,T5520LS,,006001.000038,006001.000153,34416
C,1,,,10096.81,,,2s2.2p.3p,1S,0,1,2s2.2p.5s,1P*,1,3,,1.76e+04,8.07e-04,2.68e-02,-3.093,C,,T6070,,006001.000027,006001.000067,34150
C,1,,,10099.46,,,2s2.2p.3d,3D*,1,3,2s2.2p.7p,3P,1,3,,2.94e+04,4.50e-04,4.49e-02,-2.870,D,,T5520LS,,006001.000038,006001.000152,34415
C,1,,,10101.34,,,2s2.2p.3d,3F*,2,5,2s2.2p.7p,3D,2,5,,9.03e+03,1.38e-04,2.30e-02,-3.160,D,,T5520LS,,006001.000035,006001.000149,34306
C,1,,,10105.45,,,2s2.2p.3d,3F*,2,5,2s2.2p.7p,3D,1,3,,8.09e+04,7.44e-04,1.24e-01,-2.430,D,,T5520LS,,006001.000035,006001.000148,34304
C,1,,,10107.85,,,2s2.2p.3d,3D*,2,5,2s2.2p.7p,3P,2,5,,1.76e+04,2.70e-04,4.49e-02,-2.870,D,,T5520LS,,006001.000039,006001.000153,34414
