Int.,λ I.A. Vac.,wn,wl_check,id1, id2
4,806.92,123928.0,-.000,,,,
3,809.6,123518.0,.001,,,,
5,951.81,105063.0,.000,,,,
7,954.78,104736.0,-.002,,,,
6,955.53,104654.0,.000,,,,
5,958.49,104331.0,.002,,,,
