el,sc,obs_wl,unc_obs_wl,calc_wl,unc_calc_wn,intens,c1,t1,j1,g1,c2,t2,j2,g2,rem,A,osc_str,line_str,log_gf,Accur,type,tp_ref,line_ref,low_level_id,upp_level_id,line_id
N,2,,,1060.286,,,2s.2p3,3P*,0,1,2s2.2p.4p,3S,1,3,,1.57e+07,7.94e-03,2.77e-02,-2.100,C,,T6385,,007002.000026,007002.000067,38141
N,2,,,1063.350,,,2s.2p3,3P*,1,3,2s2.2p.4p,3P,2,5,,1.22e+07,3.45e-03,3.62e-02,-1.985,D+,,T6385n,,007002.000024,007002.000066,38137
N,2,,,1063.362,,,2s.2p3,3P*,2,5,2s2.2p.4p,3P,2,5,,3.24e+07,5.49e-03,9.61e-02,-1.561,D+,,T6385n,,007002.000025,007002.000066,38133
N,2,,,1064.142,,,2s.2p3,3P*,1,3,2s2.2p.4p,3P,1,3,,5.64e+06,9.57e-04,1.01e-02,-2.542,D+,,T6385n,,007002.000024,007002.000065,38134
N,2,,,1064.153,,,2s.2p3,3P*,2,5,2s2.2p.4p,3P,1,3,,2.74e+07,2.79e-03,4.89e-02,-1.855,D+,,T6385n,,007002.000025,007002.000065,38135
N,2,,,1064.220,,,2s.2p3,3P*,0,1,2s2.2p.4p,3P,1,3,,1.17e+07,5.96e-03,2.09e-02,-2.225,D+,,T6385n,,007002.000026,007002.000065,38138
N,2,,,1064.443,,,2s.2p3,3P*,1,3,2s2.2p.4p,3P,0,1,,4.40e+07,2.49e-03,2.62e-02,-2.126,D+,,T6385n,,007002.000024,007002.000064,38136
N,2,,,1064.947,,,2s2.2p2,1D,2,5,2s.2p3,3P*,2,5,,2.30e+03,3.90e-07,6.85e-06,-5.709,C,,T7333,,007002.000018,007002.000025,38040
N,2,,,1064.958,,,2s2.2p2,1D,2,5,2s.2p3,3P*,1,3,,5.16e+03,5.26e-07,9.22e-06,-5.580,C,,T7333,,007002.000018,007002.000024,38041
N,2,,,1067.877,,,2s.2p3,3P*,2,5,2s2.2p.4p,3D,3,7,,7.46e+06,1.79e-03,3.14e-02,-2.049,C,,T6385,,007002.000025,007002.000063,38127
N,2,,,1068.962,,,2s.2p3,3P*,1,3,2s2.2p.4p,3D,2,5,,4.28e+06,1.22e-03,1.29e-02,-2.436,C,,T6385,,007002.000024,007002.000062,38128
N,2,,,1068.974,,,2s.2p3,3P*,2,5,2s2.2p.4p,3D,2,5,,3.38e+06,5.79e-04,1.02e-02,-2.538,C,,T6385,,007002.000025,007002.000062,38130
N,2,,,1069.547,,,2s.2p3,3P*,1,3,2s2.2p.4p,3D,1,3,,3.69e+06,6.33e-04,6.68e-03,-2.722,C,,T6385,,007002.000024,007002.000061,38131
N,2,,,1069.559,,,2s.2p3,3P*,2,5,2s2.2p.4p,3D,1,3,,6.53e+05,6.72e-05,1.18e-03,-3.474,D+,,T6385,,007002.000025,007002.000061,38132
N,2,,,1069.626,,,2s.2p3,3P*,0,1,2s2.2p.4p,3D,1,3,,3.14e+06,1.62e-03,5.69e-03,-2.792,C,,T6385,,007002.000026,007002.000061,38129
N,2,1083.990,,1083.990,,450,2s2.2p2,3P,0,1,2s.2p3,3D*,1,3,,2.10e+08,1.11e-01,3.95e-01,-0.956,A,,T7333,L3513,007002.000001,007002.000023,36819
N,2,,,1084.562,,,2s2.2p2,3P,1,3,2s.2p3,3D*,1,3,,1.54e+08,2.72e-02,2.92e-01,-1.088,A,,T7333,,007002.000016,007002.000023,37981
N,2,1084.580,,1084.580,,600,2s2.2p2,3P,1,3,2s.2p3,3D*,2,5,,2.82e+08,8.30e-02,8.89e-01,-0.604,A,,T7333,L3513,007002.000016,007002.000022,36820
N,2,,,1085.529,,,2s2.2p2,3P,2,5,2s.2p3,3D*,1,3,,9.96e+06,1.06e-03,1.89e-02,-2.277,A,,T7333,,007002.000017,007002.000023,37982
N,2,1085.546,,1085.546,,430,2s2.2p2,3P,2,5,2s.2p3,3D*,2,5,,9.10e+07,1.61e-02,2.87e-01,-1.095,A,,T7333,L3513,007002.000017,007002.000022,36821
N,2,1085.701,,1085.701,,650,2s2.2p2,3P,2,5,2s.2p3,3D*,3,7,,3.72e+08,9.20e-02,1.65e+00,-0.337,A,,T7333,L3513,007002.000017,007002.000021,36822
N,2,,,1162.50,,,2s.2p3,3D*,1,3,2s2.2p.3p,1S,0,1,,8.42e+03,5.68e-07,6.53e-06,-5.768,B,,T7333,,007002.000023,007002.000043,302020
N,2,,,1275.038,,,2s.2p3,3D*,3,7,2s2.2p.3p,3P,2,5,,5.10e+07,8.89e-03,2.61e-01,-1.206,B+,,T7333,,007002.000021,007002.000041,38084
N,2,,,1275.251,,,2s.2p3,3D*,2,5,2s2.2p.3p,3P,2,5,,9.34e+06,2.28e-03,4.78e-02,-1.944,B+,,T7333,,007002.000022,007002.000041,38087
N,2,,,1275.275,,,2s.2p3,3D*,1,3,2s2.2p.3p,3P,2,5,,6.32e+05,2.57e-04,3.23e-03,-3.113,B+,,T7333,,007002.000023,007002.000041,38089
N,2,,,1276.201,,,2s.2p3,3D*,2,5,2s2.2p.3p,3P,1,3,,4.54e+07,6.65e-03,1.40e-01,-1.478,B+,,T7333,,007002.000022,007002.000040,38085
N,2,,,1276.225,,,2s.2p3,3D*,1,3,2s2.2p.3p,3P,1,3,,1.54e+07,3.75e-03,4.73e-02,-1.948,B+,,T7333,,007002.000023,007002.000040,38088
N,2,,,1276.800,,,2s.2p3,3D*,1,3,2s2.2p.3p,3P,0,1,,6.08e+07,4.95e-03,6.24e-02,-1.828,B+,,T7333,,007002.000023,007002.000039,38086
N,2,,,1299.788,,,2s2.2p2,1D,2,5,2s.2p3,3D*,1,3,,5.20e+02,7.90e-08,1.69e-06,-6.403,C,,T4899,,007002.000018,007002.000023,38039
N,2,,,1299.814,,,2s2.2p2,1D,2,5,2s.2p3,3D*,2,5,,7.33e+02,1.86e-07,3.97e-06,-6.032,D,,T7333,,007002.000018,007002.000022,38038
N,2,,,1300.035,,,2s2.2p2,1D,2,5,2s.2p3,3D*,3,7,,4.14e+03,1.47e-06,3.14e-05,-5.134,D,,T7333,,007002.000018,007002.000021,38037
N,2,,,1304.77,,,2s.2p3,3D*,2,5,2s2.2p.3p,3S,1,3,,6.74e+04,1.03e-05,2.22e-04,-4.287,B,,T7333,,007002.000022,007002.000038,302018
N,2,,,1304.79,,,2s.2p3,3D*,1,3,2s2.2p.3p,3S,1,3,,2.32e+04,5.92e-06,7.63e-05,-4.750,B,,T7333,,007002.000023,007002.000038,302019
N,2,,,1306.715,,,2s2.2p2,1S,0,1,2s.2p3,3P*,1,3,,2.06e+03,1.58e-06,6.80e-06,-5.801,C,,T7333,,007002.000019,007002.000024,38059
N,2,,,1342.01,,,2s.2p3,3D*,2,5,2s.2p3,1P*,1,3,,1.94e-02,,5.21e-06,,C,M1,T7333,,007002.000022,007002.000037,302066
N,2,,,1342.03,,,2s.2p3,3D*,1,3,2s.2p3,1P*,1,3,,6.46e-03,,1.74e-06,,C,M1,T7333,,007002.000023,007002.000037,302067
N,2,,,1343.338,,,2s.2p3,3D*,3,7,2s2.2p.3p,3D,3,7,,6.40e+06,1.73e-03,5.36e-02,-1.917,C+,,T7333,,007002.000021,007002.000036,38077
N,2,,,1343.574,,,2s.2p3,3D*,2,5,2s2.2p.3p,3D,3,7,,7.55e+05,2.86e-04,6.32e-03,-2.845,C+,,T7333,,007002.000022,007002.000036,38082
N,2,,,1345.076,,,2s.2p3,3D*,3,7,2s2.2p.3p,3D,2,5,,1.27e+06,2.46e-04,7.63e-03,-2.764,C+,,T7333,,007002.000021,007002.000035,38080
N,2,,,1345.313,,,2s.2p3,3D*,2,5,2s2.2p.3p,3D,2,5,,4.90e+06,1.33e-03,2.95e-02,-2.177,C+,,T7333,,007002.000022,007002.000035,38078
N,2,,,1345.340,,,2s.2p3,3D*,1,3,2s2.2p.3p,3D,2,5,,1.03e+06,4.64e-04,6.17e-03,-2.856,C+,,T7333,,007002.000023,007002.000035,38083
N,2,,,1346.413,,,2s.2p3,3D*,2,5,2s2.2p.3p,3D,1,3,,1.94e+06,3.16e-04,7.01e-03,-2.801,C+,,T7333,,007002.000022,007002.000034,38081
N,2,,,1346.441,,,2s.2p3,3D*,1,3,2s2.2p.3p,3D,1,3,,5.28e+06,1.44e-03,1.91e-02,-2.366,C+,,T7333,,007002.000023,007002.000034,38079
N,2,,,1381.97,,,2s.2p3,3D*,2,5,2s2.2p.3p,1P,1,3,,1.30e+01,2.24e-09,5.09e-08,-7.951,D,,T7333,,007002.000022,007002.000033,302016
N,2,,,1382.00,,,2s.2p3,3D*,1,3,2s2.2p.3p,1P,1,3,,7.07e+03,2.03e-06,2.76e-05,-5.216,C+,,T7333,,007002.000023,007002.000033,302017
N,2,,,1538.57,,,2s.2p3,3P*,1,3,2s2.2p.3p,1D,2,5,,1.59e+03,9.43e-07,1.43e-05,-5.548,C,,T7333,,007002.000024,007002.000042,302024
N,2,,,1590.09,,,2s.2p3,3D*,3,7,2s.2p3,3S*,1,3,,1.79e-01,,4.88e-03,,C,E2,T7333,,007002.000021,007002.000032,302063
N,2,,,1590.141,,,2s2.2p.3s,3P*,1,3,2s.2p2.(4P).3s,3P,2,5,,3.89e+06,2.46e-03,3.86e-02,-2.132,B,,T6385n,,007002.000029,007002.000099,38180
N,2,,,1590.42,,,2s.2p3,3D*,2,5,2s.2p3,3S*,1,3,,1.11e-01,,3.03e-03,,C,E2,T7333,,007002.000022,007002.000032,302064
N,2,,,1590.46,,,2s.2p3,3D*,1,3,2s.2p3,3S*,1,3,,6.05e-02,,1.65e-03,,C,E2,T7333,,007002.000023,007002.000032,302065
N,2,,,1590.562,,,2s2.2p.3s,3P*,0,1,2s.2p2.(4P).3s,3P,1,3,,5.39e+06,6.13e-03,3.21e-02,-2.212,B,,T6385n,,007002.000028,007002.000098,38181
N,2,,,1591.361,,,2s2.2p.3s,3P*,1,3,2s.2p2.(4P).3s,3P,1,3,,3.78e+06,1.44e-03,2.26e-02,-2.366,B,,T6385n,,007002.000029,007002.000098,38177
N,2,,,1592.124,,,2s2.2p.3s,3P*,1,3,2s.2p2.(4P).3s,3P,0,1,,1.49e+07,1.89e-03,2.97e-02,-2.247,B,,T6385n,,007002.000029,007002.000097,38179
N,2,,,1593.596,,,2s2.2p.3s,3P*,2,5,2s.2p2.(4P).3s,3P,2,5,,1.19e+07,4.53e-03,1.19e-01,-1.645,B,,T6385n,,007002.000030,007002.000099,38176
N,2,,,1594.822,,,2s2.2p.3s,3P*,2,5,2s.2p2.(4P).3s,3P,1,3,,6.52e+06,1.49e-03,3.92e-02,-2.127,B,,T6385n,,007002.000030,007002.000098,38178
N,2,,,1596.427,,,2s2.2p.3s,1P*,1,3,2s.2p2.(4P).3s,3P,2,5,,1.78e+05,1.13e-04,1.79e-03,-3.468,D,,T6385,,007002.000031,007002.000099,38195
N,2,,,1597.657,,,2s2.2p.3s,1P*,1,3,2s.2p2.(4P).3s,3P,1,3,,2.25e+05,8.61e-05,1.36e-03,-3.588,D,,T6385,,007002.000031,007002.000098,38196
N,2,,,1598.426,,,2s2.2p.3s,1P*,1,3,2s.2p2.(4P).3s,3P,0,1,,1.02e+06,1.30e-04,2.06e-03,-3.408,D,,T6385,,007002.000031,007002.000097,38197
N,2,,,1601.72,,,2s.2p3,5S*,2,5,2s.2p3,3P*,2,5,,2.08e-02,,1.58e-05,,C,M1,T7333,,007002.000020,007002.000025,302049
N,2,,,1601.74,,,2s.2p3,5S*,2,5,2s.2p3,3P*,1,3,,1.15e-02,,5.28e-06,,C,M1,T7333,,007002.000020,007002.000024,302050
N,2,,,1627.349,,,2s.2p3,3P*,1,3,2s2.2p.3p,3P,2,5,,7.03e+05,4.65e-04,7.48e-03,-2.855,D,,T7333,,007002.000024,007002.000041,38125
N,2,,,1627.376,,,2s.2p3,3P*,2,5,2s2.2p.3p,3P,2,5,,2.39e+06,9.51e-04,2.55e-02,-2.323,D,,T7333,,007002.000025,007002.000041,38121
N,2,,,1628.896,,,2s.2p3,3P*,1,3,2s2.2p.3p,3P,1,3,,5.17e+05,2.06e-04,3.31e-03,-3.210,D,,T7333,,007002.000024,007002.000040,38122
N,2,,,1628.922,,,2s.2p3,3P*,2,5,2s2.2p.3p,3P,1,3,,1.98e+06,4.71e-04,1.26e-02,-2.628,D,,T7333,,007002.000025,007002.000040,38123
N,2,,,1629.079,,,2s.2p3,3P*,0,1,2s2.2p.3p,3P,1,3,,7.93e+05,9.46e-04,5.08e-03,-3.024,D,,T7333,,007002.000026,007002.000040,38126
N,2,,,1629.832,,,2s.2p3,3P*,1,3,2s2.2p.3p,3P,0,1,,3.21e+06,4.26e-04,6.87e-03,-2.893,D,,T7333,,007002.000024,007002.000039,38124
N,2,,,1634.996,,,2s.2p3,1D*,2,5,2s2.2p.4p,1D,2,5,,1.57e+07,6.29e-03,1.69e-01,-1.502,B,,T6385,,007002.000027,007002.000068,38151
N,2,,,1675.726,,,2s.2p3,3P*,1,3,2s2.2p.3p,3S,1,3,,2.70e+07,1.14e-02,1.88e-01,-1.467,B,,T7333,,007002.000024,007002.000038,38119
N,2,,,1675.755,,,2s.2p3,3P*,2,5,2s2.2p.3p,3S,1,3,,4.39e+07,1.11e-02,3.06e-01,-1.256,B,,T7333,,007002.000025,007002.000038,38118
N,2,,,1675.920,,,2s.2p3,3P*,0,1,2s2.2p.3p,3S,1,3,,9.09e+06,1.15e-02,6.33e-02,-1.940,B,,T7333,,007002.000026,007002.000038,38120
N,2,,,1678.895,,,2s2.2p2,1S,0,1,2s.2p3,3D*,1,3,,3.62e+02,4.59e-07,2.54e-06,-6.338,B+,,T7333,,007002.000019,007002.000023,38058
N,2,,,1708.637,,,2s.2p3,1D*,2,5,2s2.2p.4p,3D,1,3,,2.24e+05,5.88e-05,1.65e-03,-3.531,D,,T6385,,007002.000027,007002.000061,38150
N,2,,,1709.663,,,2s2.2p.3p,1P,1,3,2s2.2p.6s,1P*,1,3,,1.86e+07,8.15e-03,1.38e-01,-1.612,B,,T5520,,007002.000033,007002.000139,38216
N,2,,,1720.412,,,2s2.2p.3p,3P,2,5,2s.2p2.(4P).3p,3D*,3,7,,5.24e+07,3.26e-02,9.22e-01,-0.788,C+,,T5520LS,,007002.000041,007002.000162,38307
N,2,,,1720.462,,,2s2.2p.3p,3P,1,3,2s.2p2.(4P).3p,3D*,2,5,,3.93e+07,2.91e-02,4.94e-01,-1.059,C+,,T5520LS,,007002.000040,007002.000161,38308
N,2,,,1720.528,,,2s2.2p.3p,3P,0,1,2s.2p2.(4P).3p,3D*,1,3,,2.91e+07,3.87e-02,2.19e-01,-1.412,C+,,T5520LS,,007002.000039,007002.000160,38309
N,2,,,1721.573,,,2s2.2p.3p,3P,1,3,2s.2p2.(4P).3p,3D*,1,3,,2.18e+07,9.69e-03,1.65e-01,-1.537,C+,,T5520LS,,007002.000040,007002.000160,38311
N,2,,,1722.191,,,2s2.2p.3p,3P,2,5,2s.2p2.(4P).3p,3D*,2,5,,1.31e+07,5.82e-03,1.65e-01,-1.536,C+,,T5520LS,,007002.000041,007002.000161,38310
N,2,,,1723.304,,,2s2.2p.3p,3P,2,5,2s.2p2.(4P).3p,3D*,1,3,,1.45e+06,3.87e-04,1.10e-02,-2.713,C,,T5520LS,,007002.000041,007002.000160,38312
N,2,,,1724.653,,,2s.2p3,1D*,2,5,2s2.2p.4p,1P,1,3,,2.88e+07,7.71e-03,2.19e-01,-1.414,B,,T6385,,007002.000027,007002.000060,38149
N,2,,,1725.028,,,2s2.2p.3s,3P*,1,3,2s2.2p.4p,1S,0,1,,2.11e+06,3.14e-04,5.35e-03,-3.026,D,,T6385,,007002.000029,007002.000072,38175
N,2,,,1732.428,,,2s2.2p.3s,1P*,1,3,2s2.2p.4p,1S,0,1,,3.91e+07,5.86e-03,1.00e-01,-1.755,C,,T6385,,007002.000031,007002.000072,38194
N,2,,,1740.310,,,2s.2p3,3P*,2,5,2s2.2p.3p,3D,3,7,,2.21e+07,1.41e-02,4.03e-01,-1.152,B,,T7333,,007002.000025,007002.000036,38112
N,2,,,1743.197,,,2s.2p3,3P*,1,3,2s2.2p.3p,3D,2,5,,1.67e+07,1.27e-02,2.18e-01,-1.421,B,,T7333,,007002.000024,007002.000035,38113
N,2,,,1743.228,,,2s.2p3,3P*,2,5,2s2.2p.3p,3D,2,5,,5.40e+06,2.46e-03,7.06e-02,-1.910,B,,T7333,,007002.000025,007002.000035,38115
N,2,,,1745.046,,,2s.2p3,3P*,1,3,2s2.2p.3p,3D,1,3,,9.07e+06,4.14e-03,7.14e-02,-1.906,B,,T7333,,007002.000024,007002.000034,38116
N,2,,,1745.076,,,2s.2p3,3P*,2,5,2s2.2p.3p,3D,1,3,,5.97e+05,1.64e-04,4.70e-03,-3.087,B,,T7333,,007002.000025,007002.000034,38117
N,2,,,1745.256,,,2s.2p3,3P*,0,1,2s2.2p.3p,3D,1,3,,1.23e+07,1.69e-02,9.70e-02,-1.772,B,,T7333,,007002.000026,007002.000034,38114
N,2,,,1763.639,,,2s.2p3,3S*,1,3,2s.2p2.(4P).3s,3P,2,5,,5.29e+07,4.11e-02,7.16e-01,-0.909,C+,,T6385n,,007002.000032,007002.000099,38204
N,2,,,1765.140,,,2s.2p3,3S*,1,3,2s.2p2.(4P).3s,3P,1,3,,5.22e+07,2.44e-02,4.25e-01,-1.136,C+,,T6385n,,007002.000032,007002.000098,38205
N,2,,,1766.079,,,2s.2p3,3S*,1,3,2s.2p2.(4P).3s,3P,0,1,,5.18e+07,8.07e-03,1.41e-01,-1.616,C+,,T6385n,,007002.000032,007002.000097,38206
N,2,,,1772.735,,,2s2.2p.3s,3P*,1,3,2s2.2p.4p,1D,2,5,,3.22e+05,2.53e-04,4.43e-03,-3.120,D,,T6385,,007002.000029,007002.000068,38174
N,2,,,1780.551,,,2s2.2p.3s,1P*,1,3,2s2.2p.4p,1D,2,5,,4.03e+06,3.19e-03,5.61e-02,-2.019,C,,T6385,,007002.000031,007002.000068,38193
N,2,,,1789.402,,,2s2.2p.3p,1P,1,3,2s2.2p.5d,1D*,2,5,,1.26e+07,1.01e-02,1.78e-01,-1.519,B,,T5520,,007002.000033,007002.000107,38215
N,2,,,1805.24,,,2s.2p3,3P*,1,3,2s2.2p.3p,1P,1,3,,2.48e+04,1.21e-05,2.16e-04,-4.440,C,,T7333,,007002.000024,007002.000033,302022
N,2,,,1805.28,,,2s.2p3,3P*,2,5,2s2.2p.3p,1P,1,3,,3.05e+03,8.95e-07,2.66e-05,-5.349,C,,T7333,,007002.000025,007002.000033,302021
N,2,,,1805.47,,,2s.2p3,3P*,0,1,2s2.2p.3p,1P,1,3,,4.06e+03,5.95e-06,3.54e-05,-5.225,C,,T7333,,007002.000026,007002.000033,302023
N,2,,,1830.527,,,2s2.2p.3s,3P*,0,1,2s2.2p.4p,3S,1,3,,1.31e+06,1.97e-03,1.19e-02,-2.705,C,,T6385n,,007002.000028,007002.000067,38173
N,2,,,1831.586,,,2s2.2p.3s,3P*,1,3,2s2.2p.4p,3S,1,3,,4.24e+06,2.13e-03,3.86e-02,-2.194,C,,T6385n,,007002.000029,007002.000067,38172
N,2,,,1836.172,,,2s2.2p.3s,3P*,2,5,2s2.2p.4p,3S,1,3,,1.08e+07,3.28e-03,9.90e-02,-1.786,C,,T6385n,,007002.000030,007002.000067,38171
N,2,,,1839.931,,,2s2.2p.3s,1P*,1,3,2s2.2p.4p,3S,1,3,,3.97e+05,2.01e-04,3.66e-03,-3.219,D,,T6385,,007002.000031,007002.000067,38192
N,2,,,1840.983,,,2s2.2p.3s,3P*,1,3,2s2.2p.4p,3P,2,5,,1.09e+06,9.23e-04,1.68e-02,-2.558,D,,T6385n,,007002.000029,007002.000066,38169
N,2,,,1842.284,,,2s2.2p.3s,3P*,0,1,2s2.2p.4p,3P,1,3,,2.90e+06,4.43e-03,2.68e-02,-2.354,D,,T6385n,,007002.000028,007002.000065,38170
N,2,,,1843.357,,,2s2.2p.3s,3P*,1,3,2s2.2p.4p,3P,1,3,,4.28e+06,2.18e-03,3.97e-02,-2.184,D,,T6385n,,007002.000029,007002.000065,38166
N,2,,,1844.259,,,2s2.2p.3s,3P*,1,3,2s2.2p.4p,3P,0,1,,7.98e+06,1.36e-03,2.47e-02,-2.390,D,,T6385n,,007002.000029,007002.000064,38168
N,2,,,1845.616,,,2s2.2p.3s,3P*,2,5,2s2.2p.4p,3P,2,5,,7.56e+06,3.86e-03,1.17e-01,-1.714,D,,T6385n,,007002.000030,007002.000066,38165
N,2,,,1848.002,,,2s2.2p.3s,3P*,2,5,2s2.2p.4p,3P,1,3,,1.55e+06,4.76e-04,1.45e-02,-2.623,D,,T6385n,,007002.000030,007002.000065,38167
N,2,,,1851.810,,,2s2.2p.3s,1P*,1,3,2s2.2p.4p,3P,1,3,,3.81e+05,1.96e-04,3.58e-03,-3.231,D,,T6385,,007002.000031,007002.000065,38190
N,2,,,1852.721,,,2s2.2p.3s,1P*,1,3,2s2.2p.4p,3P,0,1,,4.34e+05,7.44e-05,1.36e-03,-3.651,D,,T6385,,007002.000031,007002.000064,38191
N,2,,,1857.870,,,2s2.2p.3s,3P*,1,3,2s2.2p.4p,3D,2,5,,1.76e+07,1.52e-02,2.79e-01,-1.342,C+,,T6385n,,007002.000029,007002.000062,38160
N,2,,,1858.545,,,2s2.2p.3s,3P*,0,1,2s2.2p.4p,3D,1,3,,1.39e+07,2.16e-02,1.32e-01,-1.666,C+,,T6385n,,007002.000028,007002.000061,38161
N,2,,,1859.260,,,2s2.2p.3s,3P*,2,5,2s2.2p.4p,3D,3,7,,2.38e+07,1.73e-02,5.28e-01,-1.064,C+,,T6385n,,007002.000030,007002.000063,38159
N,2,,,1859.636,,,2s2.2p.3s,3P*,1,3,2s2.2p.4p,3D,1,3,,8.11e+06,4.20e-03,7.72e-02,-1.899,C+,,T6385n,,007002.000029,007002.000061,38163
N,2,,,1862.588,,,2s2.2p.3s,3P*,2,5,2s2.2p.4p,3D,2,5,,5.13e+06,2.67e-03,8.18e-02,-1.875,C+,,T6385n,,007002.000030,007002.000062,38162
N,2,,,1864.364,,,2s2.2p.3s,3P*,2,5,2s2.2p.4p,3D,1,3,,5.45e+05,1.70e-04,5.23e-03,-3.070,C+,,T6385n,,007002.000030,007002.000061,38164
N,2,,,1866.457,,,2s2.2p.3s,1P*,1,3,2s2.2p.4p,3D,2,5,,8.64e+05,7.52e-04,1.39e-02,-2.647,D,,T6385,,007002.000031,007002.000062,38188
N,2,,,1868.240,,,2s2.2p.3s,1P*,1,3,2s2.2p.4p,3D,1,3,,1.14e+06,5.97e-04,1.10e-02,-2.747,D,,T6385,,007002.000031,007002.000061,38189
N,2,,,1877.510,,,2s2.2p.3s,3P*,0,1,2s2.2p.4p,1P,1,3,,4.77e+04,7.56e-05,4.67e-04,-4.121,D,,T6385,,007002.000028,007002.000060,38158
N,2,,,1878.624,,,2s2.2p.3s,3P*,1,3,2s2.2p.4p,1P,1,3,,2.37e+06,1.25e-03,2.33e-02,-2.425,D,,T6385,,007002.000029,007002.000060,38157
N,2,,,1887.404,,,2s2.2p.3s,1P*,1,3,2s2.2p.4p,1P,1,3,,3.63e+07,1.94e-02,3.61e-01,-1.235,D,,"T5520,T6385",,007002.000031,007002.000060,38187
N,2,,,1904.892,,,2s2.2p.3p,3P,0,1,2s.2p2.(4P).3p,3S*,1,3,,2.91e+06,4.75e-03,2.98e-02,-2.323,C,,T5520LS,,007002.000039,007002.000138,38306
N,2,,,1906.173,,,2s2.2p.3p,3P,1,3,2s.2p2.(4P).3p,3S*,1,3,,8.72e+06,4.75e-03,8.94e-02,-1.846,C+,,T5520LS,,007002.000040,007002.000138,38305
N,2,,,1908.295,,,2s2.2p.3p,3P,2,5,2s.2p2.(4P).3p,3S*,1,3,,1.45e+07,4.75e-03,1.49e-01,-1.624,C+,,T5520LS,,007002.000041,007002.000138,38304
N,2,,,1991.301,,,2s2.2p.3p,1P,1,3,2s2.2p.5s,1P*,1,3,,3.69e+07,2.19e-02,4.31e-01,-1.182,B,,T5520,,007002.000033,007002.000103,38214
N,2,,,2044.761,,,2s2.2p.3p,1D,2,5,2s2.2p.6s,1P*,1,3,,2.11e+07,7.94e-03,2.67e-01,-1.401,B,,T5520,,007002.000042,007002.000139,38321
N,2,,,2064.989,,,2s.2p3,3S*,1,3,2s2.2p.4p,3S,1,3,,1.79e+05,1.15e-04,2.34e-03,-3.464,D,,T6385,,007002.000032,007002.000067,38203
N,2,,,2076.947,,,2s.2p3,3S*,1,3,2s2.2p.4p,3P,2,5,,5.31e+06,5.73e-03,1.18e-01,-1.765,C+,,T6385n,,007002.000032,007002.000066,38200
N,2,,,2079.970,,,2s.2p3,3S*,1,3,2s2.2p.4p,3P,1,3,,5.09e+06,3.30e-03,6.79e-02,-2.004,C+,,T6385n,,007002.000032,007002.000065,38201
N,2,,,2081.120,,,2s.2p3,3S*,1,3,2s2.2p.4p,3P,0,1,,5.27e+06,1.14e-03,2.35e-02,-2.465,C+,,T6385n,,007002.000032,007002.000064,38202
N,2,,,2088.657,,,2s2.2p.3p,3D,1,3,2s2.2p.5s,3P*,2,5,,5.05e+05,5.51e-04,1.14e-02,-2.782,C,,T5520LS,,007002.000034,007002.000102,38253
N,2,,,2091.312,,,2s2.2p.3p,3D,2,5,2s2.2p.5s,3P*,2,5,,7.54e+06,4.95e-03,1.70e-01,-1.607,C+,,T5520LS,,007002.000035,007002.000102,38251
N,2,,,2094.190,,,2s2.2p.3p,3D,1,3,2s2.2p.5s,3P*,1,3,,1.25e+07,8.22e-03,1.70e-01,-1.608,C+,,T5520LS,,007002.000034,007002.000101,38252
N,2,2095.53,,2095.529,,160,2s2.2p.3p,3D,3,7,2s2.2p.5s,3P*,2,5,,4.20e+07,1.98e-02,9.55e-01,-0.859,C+,,T5520LS,L3513,007002.000036,007002.000102,36862
N,2,2096.20,,2096.198,,70,2s2.2p.3p,3D,1,3,2s2.2p.5s,3P*,0,1,,4.99e+07,1.10e-02,2.27e-01,-1.483,C+,,T5520LS,L3513,007002.000034,007002.000100,36863
N,2,2096.86,,2096.859,,110,2s2.2p.3p,3D,2,5,2s2.2p.5s,3P*,1,3,,3.74e+07,1.48e-02,5.11e-01,-1.131,C+,,T5520LS,L3513,007002.000035,007002.000101,36864
N,2,2130.18,,2130.180,,110,2s2.2p.3p,1D,2,5,2s2.2p.5d,1F*,3,7,,2.42e+07,2.31e-02,8.09e-01,-0.938,B,,T5520,L3513,007002.000042,007002.000114,36865
N,2,,,2139.01,,,2s2.2p2,3P,1,3,2s.2p3,5S*,2,5,,5.15e+01,5.90e-08,1.25e-06,-6.752,B,,T7333,,007002.000016,007002.000020,37980
N,2,2142.78,,2142.77,,160,2s2.2p2,3P,2,5,2s.2p3,5S*,2,5,,1.27e+02,8.72e-08,3.08e-06,-6.361,B,,T7333,L3513,007002.000017,007002.000020,36866
N,2,,,2159.927,,,2s2.2p.3p,1D,2,5,2s2.2p.5d,1D*,2,5,,1.23e+07,8.61e-03,3.06e-01,-1.366,B,,T5520,,007002.000042,007002.000107,38320
N,2,,,2177.49,,,2s.2p3,3P*,1,3,2s.2p3,3S*,1,3,,1.72e-03,,1.98e-06,,C,M1,T7333,,007002.000024,007002.000032,302071
N,2,,,2177.53,,,2s.2p3,3P*,2,5,2s.2p3,3S*,1,3,,2.89e-03,,3.32e-06,,C,M1,T7333,,007002.000025,007002.000032,302070
N,2,,,2177.81,,,2s.2p3,3P*,0,1,2s.2p3,3S*,1,3,,2.31e-03,,2.66e-06,,C,M1,T7333,,007002.000026,007002.000032,302072
