el,sc,obs_wl,unc_obs_wl,calc_wl,unc_calc_wn,intens,c1,t1,j1,g1,c2,t2,j2,g2,rem,A,osc_str,line_str,log_gf,Accur,type,tp_ref,line_ref,low_level_id,upp_level_id,line_id
N,2,,,2197.506,,,2s2.2p.3p,3S,1,3,2s2.2p.5s,3P*,2,5,,7.00e+06,8.45e-03,1.83e-01,-1.596,C+,,T5520LS,,007002.000038,007002.000102,38266
N,2,,,2203.632,,,2s2.2p.3p,3S,1,3,2s2.2p.5s,3P*,1,3,,6.94e+06,5.06e-03,1.10e-01,-1.819,C+,,T5520LS,,007002.000038,007002.000101,38267
N,2,,,2205.855,,,2s2.2p.3p,3S,1,3,2s2.2p.5s,3P*,0,1,,6.92e+06,1.68e-03,3.67e-02,-2.297,C+,,T5520LS,,007002.000038,007002.000100,38268
N,2,2206.09,,2206.087,,160,2s2.2p.3p,1P,1,3,2s2.2p.4d,1D*,2,5,,7.04e+06,8.57e-03,1.87e-01,-1.590,B,,T5520,L3513,007002.000033,007002.000076,36867
N,2,,,2283.639,,,2s2.2p.3p,3P,1,3,2s2.2p.5s,3P*,2,5,,7.66e+06,9.99e-03,2.25e-01,-1.523,C+,,T5520LS,,007002.000040,007002.000102,38303
N,2,,,2285.304,,,2s2.2p.3p,3D,1,3,2s2.2p.4d,3D*,2,5,,3.55e+05,4.64e-04,1.05e-02,-2.857,C,,T5520LS,,007002.000034,007002.000078,38250
N,2,,,2286.618,,,2s2.2p.3p,3D,2,5,2s2.2p.4d,3D*,3,7,,2.64e+05,2.90e-04,1.09e-02,-2.839,C,,T5520LS,,007002.000035,007002.000079,38249
N,2,,,2286.675,,,2s2.2p.3p,3D,1,3,2s2.2p.4d,3D*,1,3,,1.77e+06,1.39e-03,3.14e-02,-2.380,C+,,T5520LS,,007002.000034,007002.000077,38246
N,2,2286.69,,2286.687,,160,2s2.2p.3p,3P,2,5,2s2.2p.5s,3P*,2,5,,2.29e+07,1.80e-02,6.76e-01,-1.047,C+,,T5520LS,L3513,007002.000041,007002.000102,36868
N,2,2288.44,,2288.405,,110,2s2.2p.3p,3P,0,1,2s2.2p.5s,3P*,1,3,,1.01e+07,2.38e-02,1.79e-01,-1.623,C+,,T5520LS,L3513,007002.000039,007002.000101,36869
N,2,,,2288.483,,,2s2.2p.3p,3D,2,5,2s2.2p.4d,3D*,2,5,,1.64e+06,1.29e-03,4.86e-02,-2.191,C+,,T5520LS,,007002.000035,007002.000078,38245
N,2,,,2289.857,,,2s2.2p.3p,3D,2,5,2s2.2p.4d,3D*,1,3,,5.89e+05,2.78e-04,1.05e-02,-2.857,C,,T5520LS,,007002.000035,007002.000077,38248
N,2,,,2290.255,,,2s2.2p.3p,3P,1,3,2s2.2p.5s,3P*,1,3,,7.59e+06,5.97e-03,1.35e-01,-1.747,C+,,T5520LS,,007002.000040,007002.000101,38300
N,2,,,2291.660,,,2s2.2p.3p,3D,3,7,2s2.2p.4d,3D*,3,7,,2.09e+06,1.65e-03,8.70e-02,-1.938,C+,,T5520LS,,007002.000036,007002.000079,38244
N,2,,,2292.657,,,2s2.2p.3p,3P,1,3,2s2.2p.5s,3P*,0,1,,3.03e+07,7.96e-03,1.80e-01,-1.622,C+,,T5520LS,,007002.000040,007002.000100,38302
N,2,,,2293.320,,,2s2.2p.3p,3P,2,5,2s2.2p.5s,3P*,1,3,,1.26e+07,5.96e-03,2.25e-01,-1.525,C+,,T5520LS,,007002.000041,007002.000101,38301
N,2,,,2293.534,,,2s2.2p.3p,3D,3,7,2s2.2p.4d,3D*,2,5,,3.66e+05,2.06e-04,1.09e-02,-2.840,C,,T5520LS,,007002.000036,007002.000078,38247
N,2,2316.49,,2316.489,,220,2s2.2p.3p,3D,2,5,2s2.2p.4d,3F*,3,7,,1.75e+07,1.97e-02,7.52e-01,-1.006,C+,,T5520LS,L3513,007002.000035,007002.000074,36870
N,2,2316.69,,2316.680,,160,2s2.2p.3p,3D,1,3,2s2.2p.4d,3F*,2,5,,1.65e+07,2.21e-02,5.07e-01,-1.178,C+,,T5520LS,L3513,007002.000034,007002.000073,36871
N,2,2317.05,,2317.039,,285,2s2.2p.3p,3D,3,7,2s2.2p.4d,3F*,4,9,,1.97e+07,2.04e-02,1.09e+00,-0.845,C+,,T5520LS,L3513,007002.000036,007002.000075,36872
N,2,,,2319.947,,,2s2.2p.3p,3D,2,5,2s2.2p.4d,3F*,2,5,,3.06e+06,2.47e-03,9.44e-02,-1.908,C+,,T5520LS,,007002.000035,007002.000073,38242
N,2,,,2321.664,,,2s2.2p.3p,3D,3,7,2s2.2p.4d,3F*,3,7,,2.18e+06,1.76e-03,9.43e-02,-1.909,C+,,T5520LS,,007002.000036,007002.000074,38241
N,2,,,2325.137,,,2s2.2p.3p,3D,3,7,2s2.2p.4d,3F*,2,5,,8.57e+04,4.96e-05,2.66e-03,-3.459,D,,T5520LS,,007002.000036,007002.000073,38243
N,2,,,2326.340,,,2s2.2p.3p,1S,0,1,2s2.2p.5d,1P*,1,3,,1.83e+07,4.46e-02,3.41e-01,-1.351,B,,T5520,,007002.000043,007002.000121,38328
N,2,,,2386.805,,,2s2.2p.3p,3S,1,3,2s2.2p.4d,3P*,0,1,,3.30e+06,9.40e-04,2.22e-02,-2.550,C,,T5520LS,,007002.000038,007002.000082,38265
N,2,,,2388.232,,,2s2.2p.3p,3S,1,3,2s2.2p.4d,3P*,1,3,,3.29e+06,2.81e-03,6.64e-02,-2.073,C+,,T5520LS,,007002.000038,007002.000081,38264
N,2,,,2390.869,,,2s2.2p.3p,3S,1,3,2s2.2p.4d,3P*,2,5,,3.28e+06,4.69e-03,1.11e-01,-1.852,C+,,T5520LS,,007002.000038,007002.000080,38263
N,2,2461.27,,2461.270,,160,2s2.2p.3p,1D,2,5,2s2.2p.5s,1P*,1,3,,4.11e+07,2.24e-02,9.08e-01,-0.951,B,,T5520,L3513,007002.000042,007002.000103,36873
N,2,,,2488.123,,,2s2.2p.3p,3P,0,1,2s2.2p.4d,3P*,1,3,,3.33e+06,9.28e-03,7.60e-02,-2.033,C+,,T5520LS,,007002.000039,007002.000081,38299
N,2,,,2488.758,,,2s2.2p.3p,3P,1,3,2s2.2p.4d,3P*,0,1,,9.97e+06,3.09e-03,7.59e-02,-2.033,C+,,T5520LS,,007002.000040,007002.000082,38297
N,2,,,2490.245,,,2s.2p3,1P*,1,3,2s2.2p.4p,1S,0,1,,2.61e+07,8.09e-03,1.99e-01,-1.615,C,,T6385,,007002.000037,007002.000072,38272
N,2,,,2490.309,,,2s2.2p.3p,3P,1,3,2s2.2p.4d,3P*,1,3,,2.49e+06,2.32e-03,5.70e-02,-2.158,C+,,T5520LS,,007002.000040,007002.000081,38295
N,2,,,2493.177,,,2s2.2p.3p,3P,1,3,2s2.2p.4d,3P*,2,5,,2.48e+06,3.85e-03,9.49e-02,-1.937,C+,,T5520LS,,007002.000040,007002.000080,38298
N,2,,,2493.934,,,2s2.2p.3p,3P,2,5,2s2.2p.4d,3P*,1,3,,4.13e+06,2.31e-03,9.49e-02,-1.937,C+,,T5520LS,,007002.000041,007002.000081,38296
N,2,2496.83,,2496.810,,110,2s2.2p.3p,3P,2,5,2s2.2p.4d,3P*,2,5,,7.41e+06,6.93e-03,2.85e-01,-1.460,C+,,T5520LS,L3513,007002.000041,007002.000080,36874
N,2,2496.97,,,,70,,,,,,,,,,,,,,,,,L3513,,,85680
N,2,2520.22,,2520.215,,110,2s2.2p.3p,3P,0,1,2s2.2p.4d,3D*,1,3,,1.26e+07,3.60e-02,2.99e-01,-1.444,C+,,T5520LS,L3513,007002.000039,007002.000077,36875
N,2,2520.79,,2520.791,,160,2s2.2p.3p,3P,1,3,2s2.2p.4d,3D*,2,5,,1.70e+07,2.70e-02,6.73e-01,-1.091,C+,,T5520LS,L3513,007002.000040,007002.000078,36876
N,2,2522.23,,2522.235,,220,2s2.2p.3p,3P,2,5,2s2.2p.4d,3D*,3,7,,2.26e+07,3.02e-02,1.25e+00,-0.821,C+,,T5520LS,L3513,007002.000041,007002.000079,36877
N,2,,,2522.459,,,2s2.2p.3p,3P,1,3,2s2.2p.4d,3D*,1,3,,9.42e+06,8.99e-03,2.24e-01,-1.569,C+,,T5520LS,,007002.000040,007002.000077,38293
N,2,,,2524.505,,,2s2.2p.3p,3P,2,5,2s2.2p.4d,3D*,2,5,,5.64e+06,5.39e-03,2.24e-01,-1.569,C+,,T5520LS,,007002.000041,007002.000078,38292
N,2,,,2526.177,,,2s2.2p.3p,3P,2,5,2s2.2p.4d,3D*,1,3,,6.25e+05,3.59e-04,1.49e-02,-2.746,C,,T5520LS,,007002.000041,007002.000077,38294
N,2,2590.94,,2590.938,,110,2s.2p3,1P*,1,3,2s2.2p.4p,1D,2,5,,1.13e+07,1.90e-02,4.85e-01,-1.245,D,,"T5520,T6385",L3513,007002.000037,007002.000068,36878
N,2,2709.84,,2709.841,,160,2s2.2p.3p,1D,2,5,2s2.2p.4d,1F*,3,7,,2.64e+07,4.07e-02,1.82e+00,-0.691,B,,T5520,L3513,007002.000042,007002.000087,36879
N,2,,,2734.735,,,2s2.2p.3p,1S,0,1,2s2.2p.5s,1P*,1,3,,5.03e+06,1.69e-02,1.52e-01,-1.771,B,,T5520,,007002.000043,007002.000103,38327
N,2,,,2744.678,,,2s.2p3,1P*,1,3,2s2.2p.4p,3P,1,3,,4.28e+04,4.84e-05,1.31e-03,-3.838,D,,T6385,,007002.000037,007002.000065,38271
N,2,,,2780.940,,,2s.2p3,1P*,1,3,2s2.2p.4p,3D,1,3,,1.76e+05,2.04e-04,5.61e-03,-3.213,D,,T6385,,007002.000037,007002.000061,38270
N,2,2799.22,,2799.218,,110,2s2.2p.3p,1D,2,5,2s2.2p.4d,1D*,2,5,,1.62e+07,1.90e-02,8.78e-01,-1.021,B,,T5520,L3513,007002.000042,007002.000076,36880
N,2,2823.64,,2823.631,,110,2s.2p3,1P*,1,3,2s2.2p.4p,1P,1,3,,2.39e+07,2.86e-02,7.97e-01,-1.067,C+,,"T5520,T6385",L3513,007002.000037,007002.000060,36881
N,2,,,2858.64,,,2s.2p3,3P*,1,3,2s.2p3,1D*,2,5,,2.02e-03,,8.76e-06,,C,M1,T7333,,007002.000024,007002.000027,302069
N,2,,,2858.73,,,2s.2p3,3P*,2,5,2s.2p3,1D*,2,5,,6.06e-03,,2.63e-05,,C,M1,T7333,,007002.000025,007002.000027,302068
N,2,2885.27,,,,160,,,,,,,,,,,,,,,,,L3513,,,85681
N,2,3006.83,,3006.830,,220,2s2.2p.3p,1P,1,3,2s2.2p.4s,1P*,1,3,,9.19e+07,1.25e-01,3.70e+00,-0.427,B,,"T5520,T6385",L3513,007002.000033,007002.000059,36882
N,2,,,3023.669,,,2s2.2p.3p,1S,0,1,2s2.2p.4d,1P*,1,3,,2.27e+07,9.34e-02,9.30e-01,-1.030,B,,T5520,,007002.000043,007002.000090,38326
N,2,,,3062.83,,,2s2.2p2,3P,1,3,2s2.2p2,1S,0,1,,3.18e-02,,3.40e-05,,C,M1,T7333,,007002.000016,007002.000019,38611
N,2,,,3070.55,,,2s2.2p2,3P,2,5,2s2.2p2,1S,0,1,,1.55e-04,,3.78e-05,,D,E2,T7333,,007002.000017,007002.000019,38612
N,2,,,3125.920,,,2s2.2p.3p,1P,1,3,2s2.2p.4s,3P*,1,3,,6.11e+05,8.96e-04,2.77e-02,-2.571,D,,T6385,,007002.000033,007002.000057,38213
N,2,,,3176.87,,,2s2.2p2,1D,2,5,2s.2p3,5S*,2,5,,9.33e-04,1.41e-12,7.39e-11,-11.151,D,,T4899,,007002.000018,007002.000020,38036
N,2,,,3190.194,,,2s2.2p.3p,3D,1,3,2s2.2p.4s,1P*,1,3,,3.30e+05,5.04e-04,1.59e-02,-2.821,D,,T6385,,007002.000034,007002.000059,38240
N,2,,,3196.391,,,2s2.2p.3p,3D,2,5,2s2.2p.4s,1P*,1,3,,2.09e+05,1.92e-04,1.01e-02,-3.017,D,,T6385,,007002.000035,007002.000059,38239
N,2,,,3311.418,,,2s2.2p.3p,3D,1,3,2s2.2p.4s,3P*,2,5,,1.09e+06,2.99e-03,9.78e-02,-2.047,B,,T6385n,,007002.000034,007002.000058,38238
N,2,,,3318.097,,,2s2.2p.3p,3D,2,5,2s2.2p.4s,3P*,2,5,,1.68e+07,2.77e-02,1.52e+00,-0.858,B,,T6385n,,007002.000035,007002.000058,38236
N,2,,,3324.575,,,2s2.2p.3p,3D,1,3,2s2.2p.4s,3P*,1,3,,2.84e+07,4.71e-02,1.55e+00,-0.850,B,,T6385n,,007002.000034,007002.000057,38237
N,2,,,3328.724,,,2s2.2p.3p,3D,3,7,2s2.2p.4s,3P*,2,5,,9.79e+07,1.16e-01,8.92e+00,-0.090,B,,T6385n,,007002.000036,007002.000058,38233
N,2,,,3329.701,,,2s.2p3,1D*,2,5,2s2.2p.3p,1D,2,5,,2.01e+06,3.35e-03,1.83e-01,-1.777,D,,T7333,,007002.000027,007002.000042,38148
N,2,,,3330.317,,,2s2.2p.3p,3D,1,3,2s2.2p.4s,3P*,0,1,,1.18e+08,6.54e-02,2.15e+00,-0.707,B,,T6385n,,007002.000034,007002.000056,38235
N,2,,,3331.307,,,2s2.2p.3p,3D,2,5,2s2.2p.4s,3P*,1,3,,8.83e+07,8.82e-02,4.84e+00,-0.356,B,,T6385n,,007002.000035,007002.000057,38234
N,2,,,3408.127,,,2s2.2p.3s,3P*,1,3,2s2.2p.3p,1S,0,1,,1.91e+07,1.11e-02,3.73e-01,-1.478,B+,,T7333,,007002.000029,007002.000043,38156
N,2,3437.15,,3437.145,,360,2s2.2p.3s,1P*,1,3,2s2.2p.3p,1S,0,1,,1.91e+08,1.13e-01,3.84e+00,-0.470,B+,,T7333,L3513,007002.000031,007002.000043,36883
N,2,,,3451.277,,,2s2.2p.3p,3S,1,3,2s2.2p.4s,1P*,1,3,,1.14e+05,2.04e-04,6.95e-03,-3.214,D,,T6385,,007002.000038,007002.000059,38262
N,2,,,3593.597,,,2s2.2p.3p,3S,1,3,2s2.2p.4s,3P*,2,5,,1.21e+07,3.91e-02,1.39e+00,-0.931,B,,T6385n,,007002.000038,007002.000058,38259
N,2,,,3609.097,,,2s2.2p.3p,3S,1,3,2s2.2p.4s,3P*,1,3,,1.41e+07,2.76e-02,9.82e-01,-1.083,B,,T6385n,,007002.000038,007002.000057,38260
N,2,,,3615.864,,,2s2.2p.3p,3S,1,3,2s2.2p.4s,3P*,0,1,,1.53e+07,1.00e-02,3.57e-01,-1.523,B,,T6385n,,007002.000038,007002.000056,38261
N,2,,,3663.829,,,2s2.2p.3p,3P,0,1,2s2.2p.4s,1P*,1,3,,7.77e+04,4.69e-04,5.66e-03,-3.328,D,,T6385,,007002.000039,007002.000059,38291
N,2,,,3668.572,,,2s2.2p.3p,3P,1,3,2s2.2p.4s,1P*,1,3,,1.06e+05,2.14e-04,7.76e-03,-3.192,D,,T6385,,007002.000040,007002.000059,38290
N,2,,,3676.443,,,2s2.2p.3p,3P,2,5,2s2.2p.4s,1P*,1,3,,5.15e+04,6.26e-05,3.79e-03,-3.504,D,,T6385,,007002.000041,007002.000059,38289
N,2,,,3775.61,,,2s.2p3,1D*,2,5,2s2.2p.3p,3P,2,5,,6.61e+02,1.41e-06,8.78e-05,-5.151,D,,T7333,,007002.000027,007002.000041,302029
N,2,,,3829.795,,,2s2.2p.3p,3P,1,3,2s2.2p.4s,3P*,2,5,,2.42e+07,8.87e-02,3.36e+00,-0.575,B,,T6385n,,007002.000040,007002.000058,38287
N,2,3838.37,,3838.374,,285,2s2.2p.3p,3P,2,5,2s2.2p.4s,3P*,2,5,,6.98e+07,1.54e-01,9.75e+00,-0.113,B,,T6385n,L3513,007002.000041,007002.000058,36884
N,2,,,3841.138,,,2s2.2p.4p,3D,2,5,2s.2p2.(4P).3p,3D*,3,7,,5.99e+04,1.86e-04,1.17e-02,-3.032,C,,T5520LS,,007002.000062,007002.000162,38462
N,2,,,3842.187,,,2s2.2p.3p,3P,0,1,2s2.2p.4s,3P*,1,3,,3.06e+07,2.03e-01,2.57e+00,-0.692,B,,T6385n,,007002.000039,007002.000057,38288
N,2,,,3842.449,,,2s2.2p.4p,3D,1,3,2s.2p2.(4P).3p,3D*,2,5,,8.05e+04,2.97e-04,1.13e-02,-3.050,C,,T5520LS,,007002.000061,007002.000161,38463
N,2,,,3847.404,,,2s2.2p.3p,3P,1,3,2s2.2p.4s,3P*,1,3,,2.22e+07,4.93e-02,1.87e+00,-0.830,B,,T6385n,,007002.000040,007002.000057,38284
N,2,,,3847.997,,,2s2.2p.4p,3D,1,3,2s.2p2.(4P).3p,3D*,1,3,,4.01e+05,8.91e-04,3.39e-02,-2.573,C+,,T5520LS,,007002.000061,007002.000160,38459
N,2,,,3850.017,,,2s2.2p.4p,3D,2,5,2s.2p2.(4P).3p,3D*,2,5,,3.71e+05,8.25e-04,5.23e-02,-2.385,C+,,T5520LS,,007002.000062,007002.000161,38458
N,2,,,3855.096,,,2s2.2p.3p,3P,1,3,2s2.2p.4s,3P*,0,1,,8.82e+07,6.55e-02,2.50e+00,-0.706,B,,T6385n,,007002.000040,007002.000056,38286
N,2,,,3855.374,,,2s2.2p.4p,3D,3,7,2s.2p2.(4P).3p,3D*,3,7,,4.72e+05,1.05e-03,9.35e-02,-2.133,C+,,T5520LS,,007002.000063,007002.000162,38457
N,2,,,3855.586,,,2s2.2p.4p,3D,2,5,2s.2p2.(4P).3p,3D*,1,3,,1.33e+05,1.78e-04,1.13e-02,-3.051,C,,T5520LS,,007002.000062,007002.000160,38461
N,2,,,3856.062,,,2s2.2p.3p,3P,2,5,2s2.2p.4s,3P*,1,3,,3.71e+07,4.96e-02,3.15e+00,-0.605,B,,T6385n,,007002.000041,007002.000057,38285
N,2,,,3864.318,,,2s2.2p.4p,3D,3,7,2s.2p2.(4P).3p,3D*,2,5,,8.23e+04,1.32e-04,1.17e-02,-3.035,C,,T5520LS,,007002.000063,007002.000161,38460
N,2,,,3913.892,,,2s2.2p.4p,3P,1,3,2s.2p2.(4P).3p,3D*,2,5,,2.42e+07,9.27e-02,3.58e+00,-0.556,C+,,T5520LS,,007002.000065,007002.000161,38484
N,2,,,3915.414,,,2s2.2p.4p,3P,2,5,2s.2p2.(4P).3p,3D*,3,7,,3.22e+07,1.04e-01,6.68e+00,-0.285,C+,,T5520LS,,007002.000066,007002.000162,38483
N,2,,,3915.572,,,2s2.2p.4p,3P,0,1,2s.2p2.(4P).3p,3D*,1,3,,1.79e+07,1.24e-01,1.59e+00,-0.908,C+,,T5520LS,,007002.000064,007002.000160,38485
N,2,3919.00,,3919.001,,360,2s2.2p.3p,1P,1,3,2s2.2p.3d,1P*,1,3,,7.56e+07,1.74e-01,6.74e+00,-0.282,B+,,T7333,L3513,007002.000033,007002.000055,36885
N,2,,,3919.648,,,2s2.2p.4p,3P,1,3,2s.2p2.(4P).3p,3D*,1,3,,1.34e+07,3.09e-02,1.20e+00,-1.033,C+,,T5520LS,,007002.000065,007002.000160,38487
N,2,,,3924.640,,,2s2.2p.4p,3P,2,5,2s.2p2.(4P).3p,3D*,2,5,,7.99e+06,1.85e-02,1.19e+00,-1.035,C+,,T5520LS,,007002.000066,007002.000161,38486
N,2,,,3930.428,,,2s2.2p.4p,3P,2,5,2s.2p2.(4P).3p,3D*,1,3,,8.84e+05,1.23e-03,7.95e-02,-2.211,C+,,T5520LS,,007002.000066,007002.000160,38488
N,2,3955.85,,3955.851,,450,2s2.2p.3s,3P*,1,3,2s2.2p.3p,1D,2,5,,1.21e+07,4.72e-02,1.84e+00,-0.849,B+,,T7333,L3513,007002.000029,007002.000042,36886
N,2,,,3977.310,,,2s2.2p.3s,3P*,2,5,2s2.2p.3p,1D,2,5,,7.79e+03,1.85e-05,1.21e-03,-4.034,B+,,T7333,,007002.000030,007002.000042,38155
N,2,3995.00,,3994.997,,1000,2s2.2p.3s,1P*,1,3,2s2.2p.3p,1D,2,5,,1.22e+08,4.85e-01,1.92e+01,0.163,A,,T7333,L3513,007002.000031,007002.000042,36887
N,2,4035.08,,,,360,,,,,,,,,,,,,,,,,L3513,,,85682
N,2,4041.31,,,,550,,,,,,,,,,,,,,,,,L3513,,,85683
N,2,4043.53,,,,360,,,,,,,,,,,,,,,,,L3513,,,85684
N,2,,,4046.74,,,2s.2p3,1D*,2,5,2s2.2p.3p,3S,1,3,,1.44e+03,2.12e-06,1.42e-04,-4.974,C,,T7333,,007002.000027,007002.000038,302028
N,2,,,4098.866,,,2s2.2p.3d,3D*,1,3,2s.2p2.(4P).3s,3P,2,5,,1.80e+04,7.56e-05,3.06e-03,-3.644,C,,T6385,,007002.000048,007002.000099,38364
N,2,,,4102.903,,,2s2.2p.3d,3D*,2,5,2s.2p2.(4P).3s,3P,2,5,,2.68e+05,6.77e-04,4.57e-02,-2.471,C,,T6385,,007002.000049,007002.000099,38362
N,2,,,4106.985,,,2s2.2p.3d,3D*,1,3,2s.2p2.(4P).3s,3P,1,3,,4.57e+05,1.16e-03,4.69e-02,-2.460,C,,T6385,,007002.000048,007002.000098,38363
N,2,,,4108.018,,,2s2.2p.3d,3D*,3,7,2s.2p2.(4P).3s,3P,2,5,,1.52e+06,2.75e-03,2.60e-01,-1.716,C,,T6385,,007002.000050,007002.000099,38359
N,2,,,4109.59,,,2s2.2p.3p,1P,1,3,2s2.2p.3d,3P*,0,1,,1.24e+02,1.05e-07,4.25e-06,-6.503,D,,T7333,,007002.000033,007002.000053,302035
N,2,,,4111.039,,,2s2.2p.3d,3D*,2,5,2s.2p2.(4P).3s,3P,1,3,,1.37e+06,2.08e-03,1.41e-01,-1.982,C,,T6385,,007002.000049,007002.000098,38360
N,2,,,4112.070,,,2s2.2p.3d,3D*,1,3,2s.2p2.(4P).3s,3P,0,1,,1.85e+06,1.56e-03,6.35e-02,-2.329,C,,T6385,,007002.000048,007002.000097,38361
N,2,,,4114.335,,,2s2.2p.3p,1P,1,3,2s2.2p.3d,3P*,1,3,,1.65e+05,4.18e-04,1.70e-02,-2.901,B+,,T7333,,007002.000033,007002.000052,38212
N,2,,,4123.125,,,2s2.2p.3p,1P,1,3,2s2.2p.3d,3P*,2,5,,4.37e+04,1.86e-04,7.56e-03,-3.254,B+,,T7333,,007002.000033,007002.000051,38211
N,2,,,4124.081,,,2s.2p2.(4P).3s,5P,1,3,2s.2p2.(4P).3p,5S*,2,5,,3.20e+07,1.36e-01,5.54e+00,-0.389,C+,,T5520LS,,007002.000069,007002.000165,38511
N,2,,,4133.673,,,2s.2p2.(4P).3s,5P,2,5,2s.2p2.(4P).3p,5S*,2,5,,5.30e+07,1.36e-01,9.25e+00,-0.168,C+,,T5520LS,,007002.000070,007002.000165,38510
N,2,,,4145.774,,,2s.2p2.(4P).3s,5P,3,7,2s.2p2.(4P).3p,5S*,2,5,,7.36e+07,1.36e-01,1.30e+01,-0.023,C+,,T5520LS,,007002.000071,007002.000165,38509
N,2,4176.16,,,,285,,,,,,,,,,,,,,,,,L3513,,,85685
N,2,4227.74,,4227.736,,285,2s2.2p.3p,1D,2,5,2s2.2p.4s,1P*,1,3,,1.08e+08,1.74e-01,1.21e+01,-0.061,B,,"T5520,T6385",L3513,007002.000042,007002.000059,36890
N,2,,,4236.356,,,2s2.2p.3p,3D,1,3,2s2.2p.3d,1P*,1,3,,1.93e+05,5.19e-04,2.17e-02,-2.807,B,,T7333,,007002.000034,007002.000055,38232
N,2,4236.91,,,,285,,,,,,,,,,,,,,,,,L3513,,,85686
N,2,4237.05,,,,220,,,,,,,,,,,,,,,,,L3513,,,85687
N,2,4241.78,,,,450,,,,,,,,,,,,,,,,,L3513,,,85688
N,2,,,4319.06,,,2s.2p3,3S*,1,3,2s2.2p.3p,1S,0,1,,5.59e+03,5.21e-06,2.22e-04,-4.806,B,,T7333,,007002.000032,007002.000043,302034
N,2,,,4352.224,,,2s2.2p.3d,3P*,2,5,2s.2p2.(4P).3s,3P,2,5,,2.59e+04,7.36e-05,5.27e-03,-3.434,D,,T6385,,007002.000051,007002.000099,38383
N,2,,,4374.985,,,2s2.2p.3p,1P,1,3,2s2.2p.3d,3D*,2,5,,6.31e+05,3.02e-03,1.31e-01,-2.043,B+,,T7333,,007002.000033,007002.000049,38209
N,2,,,4376.630,,,2s2.2p.3d,3P*,0,1,2s.2p2.(4P).3s,3P,1,3,,9.27e+03,7.99e-05,1.15e-03,-4.097,D,,T6385,,007002.000053,007002.000098,38384
N,2,,,4379.585,,,2s2.2p.3p,1P,1,3,2s2.2p.3d,3D*,1,3,,1.76e+05,5.07e-04,2.19e-02,-2.818,B+,,T7333,,007002.000033,007002.000048,38210
N,2,,,4393.847,,,2s2.2p.3p,3D,2,5,2s2.2p.3d,1F*,3,7,,5.21e+04,2.11e-04,1.53e-02,-2.976,B,,T7333,,007002.000035,007002.000054,38231
N,2,,,4412.50,,,2s2.2p.3p,3D,3,7,2s2.2p.3d,1F*,3,7,,2.93e+03,8.56e-06,8.71e-04,-4.222,B,,T7333,,007002.000036,007002.000054,302038
N,2,,,4427.90,,,2s.2p3,1D*,2,5,2s.2p3,1P*,1,3,,4.09e+00,,1.87e+01,,C,E2,T7333,,007002.000027,007002.000037,302073
N,2,4432.74,,,,285,,,,,,,,,,,,,,,,,L3513,,,85689
N,2,,,4445.03,,,2s.2p3,1D*,2,5,2s2.2p.3p,3D,3,7,,1.20e+02,4.99e-07,3.66e-05,-5.603,B,,T7333,,007002.000027,007002.000036,302025
N,2,4447.03,,4447.030,,650,2s2.2p.3p,1P,1,3,2s2.2p.3d,1D*,2,5,,1.12e+08,5.55e-01,2.44e+01,0.221,B+,,T7333,L3513,007002.000033,007002.000047,36891
N,2,,,4459.937,,,2s2.2p.3p,3D,1,3,2s2.2p.3d,3P*,0,1,,7.99e+06,7.95e-03,3.50e-01,-1.623,D,,T7333,,007002.000034,007002.000053,38227
N,2,,,4464.13,,,2s.2p3,1D*,2,5,2s2.2p.3p,3D,2,5,,5.85e+00,1.75e-08,1.29e-06,-7.058,E,,T7333,,007002.000027,007002.000035,302026
N,2,,,4465.529,,,2s2.2p.3p,3D,1,3,2s2.2p.3d,3P*,1,3,,1.59e+06,4.75e-03,2.10e-01,-1.846,D,,T7333,,007002.000034,007002.000052,38229
N,2,,,4467.014,,,2s2.2p.3p,1D,2,5,2s2.2p.4s,3P*,1,3,,2.25e+05,4.04e-04,2.97e-02,-2.695,D,,T6385,,007002.000042,007002.000057,38319
N,2,,,4475.886,,,2s2.2p.3p,3D,1,3,2s2.2p.3d,3P*,2,5,,3.96e+04,1.99e-04,8.78e-03,-3.225,D,,T7333,,007002.000034,007002.000051,38230
N,2,,,4476.27,,,2s.2p3,1D*,2,5,2s2.2p.3p,3D,1,3,,3.40e+03,6.13e-06,4.52e-04,-4.514,D,,T7333,,007002.000027,007002.000034,302027
N,2,,,4477.682,,,2s2.2p.3p,3D,2,5,2s2.2p.3d,3P*,1,3,,6.44e+06,1.16e-02,8.57e-01,-1.236,D,,T7333,,007002.000035,007002.000052,38226
N,2,,,4488.095,,,2s2.2p.3p,3D,2,5,2s2.2p.3d,3P*,2,5,,8.62e+05,2.60e-03,1.92e-01,-1.885,D,,T7333,,007002.000035,007002.000051,38228
N,2,,,4507.560,,,2s2.2p.3p,3D,3,7,2s2.2p.3d,3P*,2,5,,7.39e+06,1.61e-02,1.67e+00,-0.948,D,,T7333,,007002.000036,007002.000051,38225
N,2,4530.41,,,,360,,,,,,,,,,,,,,,,,L3513,,,85690
N,2,,,4564.760,,,2s2.2p.3p,1P,1,3,2s2.2p.3d,3F*,2,5,,1.65e+06,8.59e-03,3.88e-01,-1.589,B+,,T7333,,007002.000033,007002.000044,38208
